Candidate,Party,Criminal Cases,Education,Age,Total Assets,Constituency,Liabilities,Winner,Gender
Umed Singh,IND,0,5th Pass,51,25250500,HISAR,300000,0.0,M
Vijay Kumar Sharma,IND,0,Post Graduate,43,2730250,HISAR,0,0.0,M
Vikas,IND,3,Graduate,58,473900,HISAR,0,0.0,M
Vishnu Kumar,IND,0,Graduate Professional,29,31000,HISAR,0,0.0,M
Yudhvir,IND,0,10th Pass,45,675000,HISAR,0,0.0,M
Ashwini Kumar,BJP,6,Graduate,57,698638135,KARNAL,153937858,0.0,M
Arvind Kumar Sharma,INC,0,Post Graduate,51,35428444,KARNAL,15584114,0.0,M
Arvind Tiwari,IND,0,Doctorate,45,160000,KARNAL,0,0.0,M
Ashish,AIFB,0,Graduate,30,2077000,KARNAL,1100000,0.0,M
Davinder Singh,Rashtriya Karmyog Party,0,12th Pass,50,240000,KARNAL,0,0.0,M
Devender,RPI(A),0,12th Pass,29,625000,KARNAL,201000,0.0,M
Duli Chand,Lok Parivartan Party(DC),0,Graduate Professional,66,4828000,KARNAL,290000,0.0,M
Jagbir Singh Rana,IND,0,Post Graduate,55,54297291,KARNAL,2759783,0.0,M
Jagdish,IND,0,Illiterate,65,4778000,KARNAL,60000,0.0,M
Jaswinder Singh,INLD,0,10th Pass,58,46436884,KARNAL,2562000,0.0,M
Khatab Singh Mor,Bhartiya Shakti Chetna Party,0,12th Pass,38,14880000,KARNAL,200000,0.0,M
Kismat Sharma,IND,0,10th Pass,0,1350000,KARNAL,540000,0.0,M
Mahinder Pal,IND,0,5th Pass,36,8401000,KARNAL,8000000,0.0,M
Mahmood Hassan,IND,0,8th Pass,54,1622345,KARNAL,640000,0.0,M
Mam Chand,CPI,0,Illiterate,70,37120000,KARNAL,2100000,0.0,M
Maratha Virender Verma,BSP,0,Graduate Professional,59,96600000,KARNAL,0,0.0,M
Pale Ram Kashyap,Rashtriya Janshakti Party(Eklavya),0,10th Pass,47,731148,KARNAL,0,0.0,M
Paramjit Singh,AAP,0,Graduate,36,2863613,KARNAL,1382819,0.0,M
Puran Singh Panwar,Rashtravadi Janata Party,0,Graduate Professional,67,3621304,KARNAL,296000,0.0,M
Rajesh Kumar,IND,0,Graduate,34,18210000,KARNAL,225000,0.0,M
Ramphal Sharma,IND,0,10th Pass,57,4537000,KARNAL,0,0.0,M
Savitri,IND,0,Illiterate,42,3700000,KARNAL,200000,0.0,M
Shashi Saini,IND,0,Post Graduate,52,73585000,KARNAL,0,0.0,M
Rajkumar Saini,BJP,0,Graduate,60,132880476,KURUKSHETRA,23262108,0.0,M
Anil,IND,0,5th Pass,32,18036000,KURUKSHETRA,0,0.0,M
Ashwani Malhotra,AITC,0,10th Pass,49,1284743,KURUKSHETRA,0,0.0,M
Balbir Singh Saini,INLD,0,Graduate,65,42261869,KURUKSHETRA,4284205,0.0,M
Balwinder Kaur,AAP,0,10th Pass,51,17852106,KURUKSHETRA,1196325,0.0,M
Chattar Singh,BSP,0,Graduate Professional,62,72970569,KURUKSHETRA,3500000,0.0,M
Chuni Manoj Kumar,IND,0,5th Pass,32,1593000,KURUKSHETRA,0,0.0,M
Davinder Kumar,IND,2,12th Pass,33,2275000,KURUKSHETRA,250000,0.0,M
Dharampal Dhiman,IND,0,10th Pass,63,765000,KURUKSHETRA,0,0.0,M
Gurmeet Singh,Lok Dal,0,Graduate,47,3125677,KURUKSHETRA,69000,0.0,M
Jasvinder,IND,0,5th Pass,38,1730088,KURUKSHETRA,0,0.0,M
Kanta,Indian Bahujan Sandesh Party (Kanshiram),1,10th Pass,43,34224262,KURUKSHETRA,26405000,0.0,M
Kiran Pal,Bharatiya Inqalab Party,0,12th Pass,40,18260000,KURUKSHETRA,0,0.0,M
Kuldeep Singh,RPI,0,10th Pass,44,53708428,KURUKSHETRA,0,0.0,M
Naveen Jindal,INC,2,Post Graduate,44,3083154000,KURUKSHETRA,49114000,0.0,M
Onkar Singh,National Janhit Congress (AB),0,Literate,45,13440157,KURUKSHETRA,673667,0.0,M
Raj Kumar Saini,IND,0,5th Pass,37,562200,KURUKSHETRA,24000,0.0,M
Ram Kishan,Lok Parivartan Party(DC),0,10th Pass,49,1785984,KURUKSHETRA,0,0.0,M
Rameshwar Kumar,Bhartiya Shakti Chetna Party,0,10th Pass,66,7416637,KURUKSHETRA,0,0.0,M
Ranbir Singh Sharma,IND,0,Graduate Professional,58,14604045,KURUKSHETRA,300000,0.0,M
Satish Kumar Singal,IND,0,Post Graduate,54,8105000,KURUKSHETRA,0,0.0,M
Vishnu Bhagwan,IND,1,Graduate Professional,66,1946070,KURUKSHETRA,379840,0.0,M
Deepender Singh,INC,0,Post Graduate,36,358749354,ROHTAK,39310300,0.0,M
Anil,Rashtriya Bahujan Hitay Party,0,10th Pass,30,1520000,ROHTAK,0,0.0,M
Jai Karan,SUCI(C),0,Post Graduate,68,15703701,ROHTAK,0,0.0,M
Jai Singh,IND,0,10th Pass,59,18187000,ROHTAK,200000,0.0,M
Karan Singh,IND,0,10th Pass,60,12226000,ROHTAK,162000,0.0,M
Manoj Kumar,BSP,0,12th Pass,41,13590000,ROHTAK,0,0.0,M
Naveen Jaihind,AAP,1,Doctorate,32,340057,ROHTAK,0,0.0,M
Om Prakash Dhankhad,BJP,1,Post Graduate,52,10587916,ROHTAK,0,0.0,M
Ravinder Kumar,Indian Bahujan Sandesh Party (Kanshiram),0,12th Pass,37,1245000,ROHTAK,0,0.0,M
Sajjan Singh,IND,0,Illiterate,66,2761000,ROHTAK,250000,0.0,M
Satpal,IND,0,10th Pass,44,3998000,ROHTAK,0,0.0,M
Shamsher Singh Kharkara,INLD,0,Post Graduate,56,242943888,ROHTAK,0,0.0,M
Sunil Kumar,AITC,0,Graduate,46,339277,ROHTAK,0,0.0,M
Vishnu Dutt,IND,0,10th Pass,39,1166047,ROHTAK,80000,0.0,M
Charanjeet Singh,INLD,0,10th Pass,43,8146887,SIRSA,3260000,0.0,M
Ashok Tanwar,INC,1,Doctorate,38,72777188,SIRSA,11222039,0.0,M
Balwant Singh,Bharatiya Sant Mat Party,0,10th Pass,45,1053000,SIRSA,0,0.0,M
Comrade Ram Kumar,CPI(M),0,12th Pass,46,877705,SIRSA,0,0.0,M
Dr. Sushil Indora,HJC(BL),0,Graduate Professional,54,31066422,SIRSA,28522,0.0,M
Fakir Chand,IND,0,8th Pass,55,438500,SIRSA,0,0.0,M
Hansraj Hansa,Jan Morcha,0,12th Pass,42,77000,SIRSA,0,0.0,M
Jagdish,IND,0,Graduate,39,759500,SIRSA,0,0.0,M
Jaipal Bhatti,IND,0,5th Pass,44,2300000,SIRSA,0,0.0,M
Mange Ram,BSP,0,Graduate,73,6507759,SIRSA,0,0.0,M
Manjeet Singh,IND,0,5th Pass,33,710000,SIRSA,0,0.0,M
Mewa Singh,IND,0,5th Pass,43,5696200,SIRSA,0,0.0,M
Poonam Chand,AAP,0,12th Pass,58,3825442,SIRSA,0,0.0,M
Raj Kumar Nagar,SP,0,Graduate,43,5675000,SIRSA,3200000,0.0,M
Rajbir Palna,IND,0,Post Graduate,28,356000,SIRSA,37362,0.0,M
Ranvir Khobra,IND,0,Graduate,26,7896000,SIRSA,1450000,0.0,M
Sanjiv Bhojraj,VANCHITSAMAJ INSAAF PARTY,1,10th Pass,26,106000,SIRSA,0,0.0,M
Surender Kumar,IND,0,12th Pass,36,131500,SIRSA,0,0.0,M
Ramesh Kaushik,BJP,0,Graduate Professional,54,142840716,SONIPAT,0,0.0,M
Anil Kumar,Rashtriya Bahujan Hitay Party,0,10th Pass,27,10875000,SONIPAT,0,0.0,M
Anup Sing Dahiya,Rashtriya Jatigat Aarakshan Virodhi Party,0,10th Pass,65,13153500,SONIPAT,152500,0.0,M
Ashok Kumar Vashishth,RPI(A),0,10th Pass,37,1501000,SONIPAT,0,0.0,M
Bhupeshwar Dayal,IND,0,Graduate Professional,37,3058174,SONIPAT,0,0.0,M
Bijender Kumar,IND,0,10th Pass,36,1650000,SONIPAT,0,0.0,M
Dalbir Singh Chahal,Rashtravadi Janata Party,0,5th Pass,28,16475000,SONIPAT,90000,0.0,M
Gulab Singh,POORVANCHAL RASHTRIYA CONGRESS,0,Graduate,42,53952000,SONIPAT,0,0.0,M
Hari Parkash,SUCI(C),0,10th Pass,60,5588154,SONIPAT,0,0.0,M
Jagbir,IND,0,8th Pass,29,415316,SONIPAT,0,0.0,M
Jagbir Singh Malik,INC,0,Graduate Professional,64,69917201,SONIPAT,2154569,0.0,M
Jai Singh,AAP,0,Post Graduate,62,246912638,SONIPAT,12140161,0.0,M
Jaswant,IND,0,10th Pass,51,612000,SONIPAT,108000,0.0,M
Manoj Kumar,IND,0,Graduate Professional,0,5915698,SONIPAT,685000,0.0,M
Padam Singh,IND,0,12th Pass,64,11672304,SONIPAT,0,0.0,M
Padam Singh,INLD,0,Graduate Professional,51,30051128,SONIPAT,466311,0.0,M
Ramesh,IND,0,Graduate Professional,53,42376491,SONIPAT,425241,0.0,M
Sanjay,IND,0,10th Pass,40,15800000,SONIPAT,0,0.0,M
Sant Dharamvir Chotiwala,IND,0,Graduate Professional,42,30110000,SONIPAT,50000,0.0,M
Satya Narayan,IND,0,10th Pass,47,14173000,SONIPAT,0,0.0,M
Sitender Singh,IND,0,Post Graduate,36,50000,SONIPAT,0,0.0,M
Sukhbir Singh,IND,0,Post Graduate,58,35860077,SONIPAT,2625000,0.0,M
Suman Singh,BSP,0,10th Pass,65,21283460,SONIPAT,450000,0.0,M
Anurag Singh Thakur,BJP,10,Graduate,39,46535803,HAMIRPUR,2074555,0.0,M
Amin Chand,IND,0,5th Pass,55,277443,HAMIRPUR,0,0.0,M
Ashish Kumar,IND,0,Graduate Professional,34,900,HAMIRPUR,0,0.0,M
Dev Raj Bhardwaj,IND,0,Others,61,512130100,HAMIRPUR,300000,0.0,M
Kamal Kanta Batra,AAP,0,10th Pass,69,23643190,HAMIRPUR,0,0.0,M
Rajinder Singh Rana S/O Gian Singh,IND,0,10th Pass,47,27415000,HAMIRPUR,4050000,0.0,M
Rajinder Singh Rana S/O Late Shri Sukh Ram,INC,0,Graduate,48,228697768,HAMIRPUR,21000,0.0,M
Rakesh Choudhary,BSP,1,10th Pass,38,21668407,HAMIRPUR,900000,0.0,M
Shiv Datt,SHS,0,Graduate Professional,61,1516005,HAMIRPUR,82731,0.0,M
Urmila,SP,0,5th Pass,58,2230000,HAMIRPUR,42000,0.0,M
Shanta Kumar,BJP,0,Graduate Professional,79,19852104,KANGRA,0,0.0,M
Arti Soni,SHS,0,10th Pass,35,1118040,KANGRA,400000,0.0,M
Atul Kumar Thakur,IND,0,Doctorate,34,643880,KANGRA,0,0.0,M
Baldev Raj,Himachal Swabhiman Party,0,10th Pass,65,9725138,KANGRA,0,0.0,M
Bhupinder Mehra,IND,0,Graduate,35,1503000,KANGRA,650000,0.0,M
Chander Kumar,INC,0,Post Graduate,69,53716274,KANGRA,173656,0.0,M
Dhani Ram,IND,0,Illiterate,72,54000,KANGRA,0,0.0,M
Lal Hussain,BSP,0,Illiterate,47,3441000,KANGRA,500000,0.0,M
Parvesh Kumari,SP,0,5th Pass,36,7800000,KANGRA,0,0.0,M
Prem Chand Vishavkarma,IND,1,Post Graduate,62,17188430,KANGRA,696049,0.0,M
Rajan Sushant,AAP,0,Post Graduate,58,21427036,KANGRA,1643381,0.0,M
Raman Kumar,Bahujan Mukti Party,0,12th Pass,31,397000,KANGRA,36000,0.0,M
Ram Swaroop Sharma,BJP,0,10th Pass,55,10178871,MANDI,571823,0.0,M
Bhag Chand Rana,IND,0,10th Pass,38,16328803,MANDI,0,0.0,M
Devinder Dev,Bahujan Mukti Party,0,12th Pass,55,3593400,MANDI,100000,0.0,M
Jai Chand Thakur,AAP,1,Post Graduate,62,15449353,MANDI,658000,0.0,M
Kushal Bhardwaj,CPI(M),3,Post Graduate,45,1561535,MANDI,0,0.0,M
Lala Ram,BSP,1,10th Pass,38,1323000,MANDI,856000,0.0,M
Pratibha Singh,INC,0,Graduate,57,348210305,MANDI,19280480,0.0,M
Puni Chand,SP,0,5th Pass,43,1097000,MANDI,0,0.0,M
Subhash Mohan Snehi,IND,0,Doctorate,36,6047000,MANDI,0,0.0,M
Virender Kashyap,BJP,0,Post Graduate,63,5228095,SHIMLA,0,0.0,M
Gurnam Singh Koli,BSP,0,12th Pass,38,5530658,SHIMLA,260000,0.0,M
Jagat Ram,CPI(M),4,10th Pass,57,1004055,SHIMLA,0,0.0,M
Mohan Lal Brakta,INC,0,Graduate Professional,48,9452159,SHIMLA,1859464,0.0,M
Shurveer Singh,SP,1,Not Given,33,524000,SHIMLA,0,0.0,M
Subhash Chander,AAP,1,Others,58,1372441,SHIMLA,2018591,0.0,M
Virender Kumar Kashyap,IND,0,12th Pass,28,12500,SHIMLA,0,0.0,M
Mehbooba Mufti,JKPDP,1,Graduate Professional,54,5200000,ANANTNAG,0,0.0,M
Abdul Ahad Mir,IND,0,12th Pass,48,17950000,ANANTNAG,0,0.0,M
Asif Jeelani,AIFB,0,Post Graduate,44,300000,ANANTNAG,0,0.0,M
Gh. Nabi Shah,SP,0,10th Pass,62,19939000,ANANTNAG,878970,0.0,M
Mirza Mehboob Beg,JKNC,0,Graduate Professional,62,10710000,ANANTNAG,0,0.0,M
Mohammad Shrif,BSP,0,Graduate Professional,69,2327215,ANANTNAG,0,0.0,M
Mohammad Yaqoob Rather,All Jammu and Kashmir Republican Party,0,8th Pass,49,11450000,ANANTNAG,500000,0.0,M
Mohd Yousif Ganie,Ambedkar Samaj Party,0,Graduate,47,2020000,ANANTNAG,0,0.0,M
Mushtaq Ahmad Malik,BJP,0,10th Pass,41,315000,ANANTNAG,0,0.0,M
Syed Abid Ahmad Shah,JKNPP,0,10th Pass,33,20974,ANANTNAG,0,0.0,M
Tanveer Hussain Khan,IND,0,Graduate Professional,35,23200000,ANANTNAG,0,0.0,M
Tanvir Maqbool Dar,AAP,0,Graduate Professional,38,16821474,ANANTNAG,3959860,0.0,M
Ghulam Ahmad Mir,INC,0,Graduate,58,159123720,ANANTNAG : BYE ELECTION ON 12-04-2017,0,0.0,M
Ghulam Mohammad Wani,ALL J&K KISAN MAZDOOR PARTY,0,12th Pass,41,30000,ANANTNAG : BYE ELECTION ON 12-04-2017,0,0.0,M
Mufti Tassaduq,Jammu & Kashmir Peoples Democratic Party,0,Post Graduate,45,351342000,ANANTNAG : BYE ELECTION ON 12-04-2017,9600000,0.0,M
Rakesh Koul,IND,0,10th Pass,48,6011176,ANANTNAG : BYE ELECTION ON 12-04-2017,0,0.0,M
Sajjad Ahmad Dar,IND,0,12th Pass,28,26000,ANANTNAG : BYE ELECTION ON 12-04-2017,0,0.0,M
Sanjay Kumar Dhar,Rashtriya Samajwadi Party (Secular),0,12th Pass,51,360000,ANANTNAG : BYE ELECTION ON 12-04-2017,0,0.0,M
Muzaffar Hussain Baig,JKPDP,0,Post Graduate,67,200707183,BARAMULLA,11401285,0.0,M
Ab Hamid Malik,IND,0,Graduate Professional,35,10675000,BARAMULLA,0,0.0,M
Abdul Hussain,IND,0,Others,45,21441634,BARAMULLA,697808,0.0,M
Abdul Rashid Sheikh,IND,0,Graduate,48,2301000,BARAMULLA,883000,0.0,M
Ashiq Hussain Ganie,IND,0,8th Pass,31,715000,BARAMULLA,0,0.0,M
Ayaz Ahmad Sofi,Gareeb Aadmi Party,0,8th Pass,30,10000,BARAMULLA,350000,0.0,M
Bashir Ahmad Gojer Jagal,PRISM,0,5th Pass,46,2300000,BARAMULLA,0,0.0,M
Ghulam Mohammad Mir,BJP,0,Graduate Professional,63,16100000,BARAMULLA,1380000,0.0,M
Mohd Abdullah Chatwal,IND,0,10th Pass,51,3000000,BARAMULLA,2000000,0.0,M
Mohd Shafi Bhat,BSP,0,Graduate Professional,52,7050000,BARAMULLA,300000,0.0,M
Nisar Ahmad Ahanger,IND,0,10th Pass,34,3813600,BARAMULLA,0,0.0,M
Salam Ud Din Bajad,JKPC,0,Graduate Professional,65,13721058,BARAMULLA,0,0.0,M
Sharief-Ud-Din Shariq,JKNC,0,Post Graduate,79,32214421,BARAMULLA,500000,0.0,M
Syed Mohd Rafiq Shah,JKNPP,0,Post Graduate,44,1808145,BARAMULLA,800000,0.0,M
Tanveer Hussain,IND,0,Graduate,46,1550000,BARAMULLA,1200000,0.0,M
Jugal Kishore,BJP,0,10th Pass,51,26824308,JAMMU,300000,0.0,M
Abdul Majid Chouhan,IND,0,10th Pass,34,2600000,JAMMU,0,0.0,M
Ashok Kumar,BSP,0,10th Pass,39,4435000,JAMMU,350000,0.0,M
Ashok Kumar Sharma,IND,0,Graduate,50,6156613,JAMMU,215602,0.0,M
Bahadur Singh Chowdhary,SP,0,Graduate,62,1431120,JAMMU,298000,0.0,M
Gursagar Singh,Socialistic Democratic Party,0,12th Pass,34,19540000,JAMMU,3350000,0.0,M
Hari Chand Jalmeria,JKNPP,0,Graduate Professional,58,4004437,JAMMU,500000,0.0,M
Labha Ram,IND,0,12th Pass,51,860000,JAMMU,230000,0.0,M
Madan Lal Sharma,INC,0,10th Pass,62,18843802,JAMMU,384929,0.0,M
Mehar Manav Bhagat,Bharatiya Bahujan Party,0,Graduate Professional,25,32000,JAMMU,0,0.0,M
Mohd. Abbas Khan,IND,0,Graduate Professional,53,218316,JAMMU,261000,0.0,M
Mohd. Imtiaz,IND,0,Graduate,30,,JAMMU,0,0.0,M
Nirmal Singh,IND,0,Graduate,48,30496000,JAMMU,904000,0.0,M
Perseen Singh,IND,0,12th Pass,34,205959,JAMMU,0,0.0,M
Raj Kumar,IND,0,12th Pass,40,2268500,JAMMU,0,0.0,M
Satish Poonchi,IND,0,10th Pass,65,2513000,JAMMU,0,0.0,M
Subash Chander,All J & K Kisan Majdoor Party,0,8th Pass,48,606100,JAMMU,0,0.0,M
Vijay Kumar,IND,0,8th Pass,48,520000,JAMMU,50000,0.0,M
Yashpal Sharma,JKPDP,0,Graduate Professional,67,7743691,JAMMU,0,0.0,M
Thupstan Chhewang,BJP,0,Graduate Professional,67,19852701,LADAKH,80000,0.0,M
Ghulam Raza,IND,0,Graduate,50,123766,LADAKH,0,0.0,M
Syed Mohd. Kazim,IND,0,10th Pass,50,6430164,LADAKH,0,0.0,M
Tsering Samphel,INC,0,12th Pass,66,12146918,LADAKH,1736466,0.0,M
Tariq Hameed Karra,JKPDP,0,Graduate Professional,58,984556436,SRINAGAR,1500000,0.0,M
Abdul Rashid Tantray,IND,0,10th Pass,43,410000,SRINAGAR,0,0.0,M
Aga Syed Mohsin,IND,0,Others,54,6550000,SRINAGAR,0,0.0,M
Bashir Mohammad Reshi,IND,0,12th Pass,50,15000000,SRINAGAR,0,0.0,M
Chetan Sharma,IND,0,Post Graduate,40,12798000,SRINAGAR,300000,0.0,M
Dr Raja Muzaffar Bhat,AAP,1,Graduate,37,2110000,SRINAGAR,0,0.0,M
Farooq Abdullah,JKNC,0,Graduate Professional,77,131005305,SRINAGAR,0,0.0,M
Fayaz Ahmad Bhat,BJP,0,Graduate,42,152000,SRINAGAR,0,0.0,M
Mirza Sajad Hussain Beigh,IND,0,8th Pass,34,60000,SRINAGAR,0,0.0,M
Mohammad Maqbool Malik,JKNPP,0,10th Pass,43,20000,SRINAGAR,600000,0.0,M
Mohammad Shafi Guroo,IND,0,8th Pass,51,30550000,SRINAGAR,500000,0.0,M
Mushtaq Shamim,Akhil Bharatiya Muslim League (Secular),0,Graduate,45,5605000,SRINAGAR,250000,0.0,M
Rabia Altaf,IND,0,Post Graduate,46,11498600,SRINAGAR,2625000,0.0,M
Riyaz Ahmed Wani,IND,0,Graduate,32,30000,SRINAGAR,0,0.0,M
Farooq Abdullah,Jammu & Kashmir National Conference,0,Graduate Professional,81,141885154,SRINAGAR : BYE ELECTION ON 09-04-2017,0,0.0,M
Bikram Singh,All Jammu & Kashmir Liberal Democratic Party,0,12th Pass,58,2213500,SRINAGAR : BYE ELECTION ON 09-04-2017,0,0.0,M
Chetan Sharma,Akhil Bharat Hindu Mahasabha,0,Post Graduate,42,15822000,SRINAGAR : BYE ELECTION ON 09-04-2017,300000,0.0,M
Farooq Ahmad Dar,IND,0,Illiterate,40,3051000,SRINAGAR : BYE ELECTION ON 09-04-2017,0,0.0,M
Gh Hassan Dar,IND,0,10th Pass,64,80925000,SRINAGAR : BYE ELECTION ON 09-04-2017,2750000,0.0,M
Mehraj Khourshid Malik,IND,0,Not Given,25,51000,SRINAGAR : BYE ELECTION ON 09-04-2017,0,0.0,M
Mirza Sajad Hussain Beigh,IND,0,Graduate,34,1150000,SRINAGAR : BYE ELECTION ON 09-04-2017,0,0.0,M
Nazir Ahmad Khan,Jammu & Kashmir Peoples Democratic Party,0,Post Graduate,55,2655000,SRINAGAR : BYE ELECTION ON 09-04-2017,4007,0.0,M
Sajad Reshi,Rashtriya Samajwadi Party (Secular),0,12th Pass,37,355300,SRINAGAR : BYE ELECTION ON 09-04-2017,0,0.0,M
Dr. Jitendra Singh,BJP,0,Graduate Professional,57,38464932,UDHAMPUR,11881,0.0,M
Anil Khajuria,IND,0,Graduate Professional,32,25000,UDHAMPUR,0,0.0,M
Anil Kumar Gupta,IND,0,Graduate,48,51621298,UDHAMPUR,1717547,0.0,M
Bansi Lal,IND,0,8th Pass,48,6730000,UDHAMPUR,200000,0.0,M
Dharam Pal Balgotra,BSP,0,Others,66,16995852,UDHAMPUR,1158038,0.0,M
Ghulam Nabi Azad,INC,0,Post Graduate,65,41389590,UDHAMPUR,0,0.0,M
Girdhari Lal,Bharatiya Bahujan Party,0,Post Graduate,61,24920000,UDHAMPUR,0,0.0,M
Jagdish Kumar,Jai Maha Bharath Party,0,5th Pass,37,880000,UDHAMPUR,0,0.0,M
Mohd Arshad Malik,JKPDP,0,10th Pass,62,7042892,UDHAMPUR,0,0.0,M
Nazakat Hussain,IND,0,Post Graduate,28,500000,UDHAMPUR,0,0.0,M
Prof. Bhim Singh,JKNPP,0,Post Graduate,73,3895677,UDHAMPUR,1410000,0.0,M
Sham Lal,All J & K Kisan Majdoor Party,0,8th Pass,40,817000,UDHAMPUR,0,0.0,M
Smt. Amrit Barsha,SP,0,12th Pass,52,1500000,UDHAMPUR,0,0.0,M
Sunil Kumar Singh,BJP,0,Post Graduate,52,174744806,CHATRA,950052,0.0,M
Anil Kumar Oraon,IND,0,10th Pass,45,3490000,CHATRA,25000,0.0,M
Ashish Bhushan Pathak,IND,0,Post Graduate,31,3530500,CHATRA,0,0.0,M
Balwant Kumar,Jharkhand Party,1,Graduate,36,9514000,CHATRA,0,0.0,M
Banwari Saw,CPI,0,Literate,60,5765202,CHATRA,553000,0.0,M
Chandradev Thakur,Socialist Party (India),0,8th Pass,63,1683317,CHATRA,0,0.0,M
Haji Jainul Abedin,BSP,0,Graduate,40,15758303,CHATRA,0,0.0,M
Keshwar Yadav,SP,16,5th Pass,50,3450487,CHATRA,300000,0.0,M
Mahesh Singh Yadav,JD(U),0,Graduate,67,44079939,CHATRA,3281756,0.0,M
Mister Alam Asrafee,Rashtriya Jankranti Morcha,0,Graduate,41,911000,CHATRA,0,0.0,M
Nagmani,AJSU Party,1,12th Pass,51,87315758,CHATRA,0,0.0,M
Naushad Alam,AITC,0,Graduate,33,4839400,CHATRA,0,0.0,M
Nilam Devi,JVM(P),0,5th Pass,37,9780527,CHATRA,1048964,0.0,M
Rajkumar Pahan,Rashtriya Deshaj Party,0,Graduate,45,8851813,CHATRA,0,0.0,M
Ramnaresh Singh,CPI(ML)L,4,10th Pass,49,1255000,CHATRA,0,0.0,M
Robin Singh,IND,0,10th Pass,25,6430000,CHATRA,0,0.0,M
Sagar Ram,ABHM,0,Literate,38,700000,CHATRA,0,0.0,M
Sima Chandravansi,AAP,0,Graduate Professional,25,1535000,CHATRA,120000,0.0,M
Sudhanshu Suman,IND,0,Post Graduate,40,41861206,CHATRA,2258169,0.0,M
Pashupati Nath Singh,BJP,1,Graduate,65,24248150,DHANBAD,0,0.0,M
Ahmad Hussain Ansari,Jharkhand Disom Party,0,Graduate Professional,68,11286622,DHANBAD,0,0.0,M
Ajay Kumar Dubey,INC,0,12th Pass,53,7484762,DHANBAD,0,0.0,M
Aklu Ram Mahto,SP,0,Post Graduate,70,1747750,DHANBAD,0,0.0,M
Anand Mahato,Marxist Co-Ordination,1,Graduate,72,6155932,DHANBAD,0,0.0,M
Binod Singh,IND,0,10th Pass,39,963000,DHANBAD,0,0.0,M
Chandrda Shekhar Dubey,AITC,4,10th Pass,71,40055646,DHANBAD,190000,0.0,M
Dr. Krishna Chandra Singh Raj,IND,0,Post Graduate,62,734500,DHANBAD,0,0.0,M
Ganpat Mahto,IND,1,12th Pass,47,21327928,DHANBAD,0,0.0,M
Gautam Kumar Mahato,IND,0,10th Pass,37,415157,DHANBAD,2000,0.0,M
Hemlata S. Mohan,AJSU Party,0,Doctorate,55,30794844,DHANBAD,2087939,0.0,M
Hiralal Sankhwar,Jharkhand Party,0,Post Graduate,64,3422500,DHANBAD,0,0.0,M
Jayant Pandey,AIFB,0,Post Graduate,41,92500,DHANBAD,0,0.0,M
Kishor Kumar Murmu,Bahujan Mukti Party,0,Others,29,1545450,DHANBAD,0,0.0,M
Madan Mohan Ram,BSP,6,10th Pass,29,672000,DHANBAD,0,0.0,M
Manilal Mahto,IND,0,12th Pass,35,750860,DHANBAD,0,0.0,M
Mantosh Kumar Mandal,Amra Bangalee,0,Post Graduate,67,2025930,DHANBAD,0,0.0,M
Md. Zubair,All India Minorities Front,0,Graduate,53,659395,DHANBAD,0,0.0,M
Munshi Hembram,IND,0,Literate,62,2653000,DHANBAD,482,0.0,M
Parshuram Paswan,IND,0,Graduate Professional,39,77400,DHANBAD,0,0.0,M
Pawan Mahato,IND,1,12th Pass,38,10512603,DHANBAD,1597,0.0,M
Prem Prakash Paswan,IND,0,12th Pass,30,248371,DHANBAD,0,0.0,M
Rama Kant Verma,AAP,0,8th Pass,63,1703826,DHANBAD,0,0.0,M
Ramesh Bharati,IND,2,Graduate Professional,42,6053500,DHANBAD,0,0.0,M
Ramesh Kumar Ray,IND,0,12th Pass,35,239715,DHANBAD,0,0.0,M
Ranbir Singh,IND,0,Literate,40,47000,DHANBAD,0,0.0,M
Ritu Rani Singh,IND,2,10th Pass,29,1260459,DHANBAD,728268,0.0,M
Samaresh Singh,JVM(P),15,10th Pass,73,9949808,DHANBAD,672954,0.0,M
Suman Banerjee,IND,0,8th Pass,33,3117000,DHANBAD,27000,0.0,M
Tarch Murmu,IND,0,Graduate,64,1909310,DHANBAD,0,0.0,M
Vijay Kant Mishra,IND,0,12th Pass,31,560000,DHANBAD,0,0.0,M
Shibu Soren,JMM,0,10th Pass,68,46760684,DUMKA,1479721,0.0,M
Babu Lal Soren,AITC,0,Literate,57,575800,DUMKA,0,0.0,M
Babulal Marandi,JVM(P),0,Graduate,56,6974656,DUMKA,0,0.0,M
Baghrai Soren,IND,0,Graduate Professional,59,765000,DUMKA,0,0.0,M
Bitiya Manjhi,CPI(ML)L,0,10th Pass,40,1214500,DUMKA,0,0.0,M
Chhaya Kole,CPI,0,8th Pass,31,3061595,DUMKA,700000,0.0,M
Joshil Murmu,IND,0,Graduate,32,30672,DUMKA,0,0.0,M
Pulis Hembrom,IND,0,Literate,35,1227400,DUMKA,0,0.0,M
Sahadeo Soren,AAP,0,Post Graduate,64,10977580,DUMKA,0,0.0,M
Shrilal Kisku,IND,0,Graduate Professional,55,3050000,DUMKA,82000,0.0,M
Sokol Hansda,BSP,0,10th Pass,31,1834000,DUMKA,0,0.0,M
Stephen Besra,Jharkhand Disom Party,0,10th Pass,36,1457179,DUMKA,250000,0.0,M
Sunil Soren,BJP,1,12th Pass,35,2944200,DUMKA,0,0.0,M
